"Total","Jahr","Beruf","Geschlecht","Anzahl"
19,"2014","Bekleidungsgestalter/in","Männer",1
19,"2014","Fachmann/-frau Hauswirtschaft","Frauen",19
19,"2014","Fachmann/-frau Hauswirtschaft","Männer",0
19,"2014","Gebäudetechnikplaner/in","Frauen",0
19,"2014","Gebäudetechnikplaner/in","Männer",19
19,"2014","Haustechnikpraktiker/in","Frauen",1
19,"2014","Haustechnikpraktiker/in","Männer",18
18,"2014","Carrossier/in Spenglerei","Frauen",0
18,"2014","Carrossier/in Spenglerei","Männer",18
18,"2014","Forstwart/in","Frauen",1
18,"2014","Forstwart/in","Männer",17
17,"2014","Carrossier/in Lackiererei","Frauen",2
17,"2014","Carrossier/in Lackiererei","Männer",15
16,"2014","Automatikmonteur/in","Frauen",0
16,"2014","Automatikmonteur/in","Männer",16
16,"2014","Spengler/in","Frauen",0
16,"2014","Spengler/in","Männer",16
15,"2014","Polygraf/in","Frauen",10
15,"2014","Polygraf/in","Männer",5
14,"2014","Netzelektriker/in","Frauen",0
14,"2014","Netzelektriker/in","Männer",14
13,"2014","Gestalter/in Werbetechnik","Frauen",5
13,"2014","Gestalter/in Werbetechnik","Männer",8
13,"2014","Systemgastronomiefachmann/-frau","Frauen",9
13,"2014","Systemgastronomiefachmann/-frau","Männer",4
12,"2014","Anlehre: Gastgewerbe, Hauswirtschaft","Frauen",9
12,"2014","Anlehre: Gastgewerbe, Hauswirtschaft","Männer",3
12,"2014","Bäcker/in-Konditor/in-Confiseur/in","Frauen",6
12,"2014","Bäcker/in-Konditor/in-Confiseur/in","Männer",6
12,"2014","Baumaschinenmechaniker/in","Frauen",0
12,"2014","Baumaschinenmechaniker/in","Männer",12
12,"2014","Fachmann/-frau Kundendialog","Frauen",7
12,"2014","Fachmann/-frau Kundendialog","Männer",5
12,"2014","Hauswirtschaftspraktiker/in","Frauen",10
12,"2014","Hauswirtschaftspraktiker/in","Männer",2
12,"2014","Kosmetiker/in","Frauen",12
12,"2014","Kosmetiker/in","Männer",0
12,"2014","Multimediaelektroniker/in","Frauen",0
12,"2014","Multimediaelektroniker/in","Männer",12
11,"2014","Fleischfachmann/-frau","Frauen",4
11,"2014","Fleischfachmann/-frau","Männer",7
11,"2014","Fotofachmann/-frau","Frauen",8
11,"2014","Fotofachmann/-frau","Männer",3
11,"2014","Informatikpraktiker/in","Frauen",2
11,"2014","Informatikpraktiker/in","Männer",9
11,"2014","Lebensmitteltechnologe/-login","Frauen",2
11,"2014","Lebensmitteltechnologe/-login","Männer",9
10,"2014","Anlehre: Landwirtsch., Gartenbau, Forstwirtschaft","Frauen",3
10,"2014","Anlehre: Landwirtsch., Gartenbau, Forstwirtschaft","Männer",7
10,"2014","Boden-Parkettleger/in","Frauen",0
10,"2014","Boden-Parkettleger/in","Männer",10
10,"2014","Laborant/in","Frauen",4
10,"2014","Laborant/in","Männer",6
9,"2014","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Frauen",5
9,"2014","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Männer",4
9,"2014","Fachmann/-frau Information u. Dokumentation","Frauen",7
9,"2014","Fachmann/-frau Information u. Dokumentation","Männer",2
9,"2014","Fahrradmechaniker/-in","Frauen",1
9,"2014","Fahrradmechaniker/-in","Männer",8
9,"2014","Gärtner/-in","Frauen",8
9,"2014","Gärtner/-in","Männer",1
9,"2014","Hotellerieangestellte/r","Frauen",5
9,"2014","Hotellerieangestellte/r","Männer",4
9,"2014","Lüftungsanlagenbauer/in","Frauen",0
9,"2014","Lüftungsanlagenbauer/in","Männer",9
9,"2014","Motorradmechaniker/in","Frauen",4
9,"2014","Motorradmechaniker/in","Männer",5
9,"2014","Zahntechniker/in","Frauen",3
9,"2014","Zahntechniker/in","Männer",6
8,"2014","Gebäudetechnikplaner/in","Frauen",3
8,"2014","Gebäudetechnikplaner/in","Männer",5
8,"2014","Küchenangestellte/r","Frauen",4
8,"2014","Küchenangestellte/r","Männer",4
8,"2014","Kunststofftechnologe/-login","Frauen",1
8,"2014","Kunststofftechnologe/-login","Männer",7
8,"2014","Mechanikpraktiker/in","Frauen",1
8,"2014","Mechanikpraktiker/in","Männer",7
8,"2014","Metallbaupraktiker/in","Frauen",0
8,"2014","Metallbaupraktiker/in","Männer",8
8,"2014","Reifenpraktiker/in","Frauen",0
8,"2014","Reifenpraktiker/in","Männer",8
7,"2014","Physiklaborant/in","Frauen",1
7,"2014","Physiklaborant/in","Männer",6
7,"2014","Restaurationsangestellte/r","Frauen",5
7,"2014","Restaurationsangestellte/r","Männer",2
7,"2014","Schreinerpraktiker/in","Frauen",0
7,"2014","Schreinerpraktiker/in","Männer",7
6,"2014","Anlehre: Haustechnik","Frauen",0
6,"2014","Anlehre: Haustechnik","Männer",6
6,"2014","Anlehre: INSOS Pra","Frauen",2
6,"2014","Anlehre: INSOS Pra","Männer",4
6,"2014","Anlehre: Verkauf","Frauen",3
6,"2014","Anlehre: Verkauf","Männer",3
6,"2014","Bühnentänzer/in","Frauen",3
6,"2014","Bühnentänzer/in","Männer",3
6,"2014","Telematiker/in","Frauen",0
6,"2014","Telematiker/in","Männer",6
6,"2014","Verkehrswegbauer/in: Strassenbauer/in","Frauen",0
6,"2014","Verkehrswegbauer/in: Strassenbauer/in","Männer",6
6,"2014","Zweiradmechaniker/in","Frauen",1
6,"2014","Zweiradmechaniker/in","Männer",5
5,"2014","Baupraktiker/in","Frauen",0
5,"2014","Baupraktiker/in","Männer",5
5,"2014","Innendekorateur/in","Frauen",4
5,"2014","Innendekorateur/in","Männer",1
5,"2014","Kaminfeger/in","Frauen",1
5,"2014","Kaminfeger/in","Männer",4
5,"2014","Motorgerätemechaniker/in","Frauen",0
5,"2014","Motorgerätemechaniker/in","Männer",5
5,"2014","Plattenleger/in","Frauen",0
5,"2014","Plattenleger/in","Männer",5
5,"2014","Podologe/-login","Frauen",5
5,"2014","Podologe/-login","Männer",0
5,"2014","Polydesigner/in 3D","Frauen",4
5,"2014","Polydesigner/in 3D","Männer",1
5,"2014","Strassentransportfachmann/-frau","Frauen",0
5,"2014","Strassentransportfachmann/-frau","Männer",5
4,"2014","Agrarpraktiker/in","Frauen",0
4,"2014","Agrarpraktiker/in","Männer",4
4,"2014","Buchhändler/in","Frauen",4
4,"2014","Buchhändler/in","Männer",0
4,"2014","Chemie- und Pharmatechnologe/-login","Frauen",2
4,"2014","Chemie- und Pharmatechnologe/-login","Männer",2
4,"2014","Florist/in","Frauen",4
4,"2014","Florist/in","Männer",0
4,"2014","Gebäudereiniger/in","Frauen",0
4,"2014","Gebäudereiniger/in","Männer",4
4,"2014","Haustechnikplaner/in","Frauen",0
4,"2014","Haustechnikplaner/in","Männer",4
4,"2014","Industrielackierer/in","Frauen",1
4,"2014","Industrielackierer/in","Männer",3
4,"2014","Kältesystem-Monteur/-in","Frauen",0
4,"2014","Kältesystem-Monteur/-in","Männer",4
4,"2014","Lackierassisten/in","Frauen",0
4,"2014","Lackierassisten/in","Männer",4
4,"2014","Lastwagenführer/in","Frauen",1
4,"2014","Lastwagenführer/in","Männer",3
4,"2014","Polybauer/in","Frauen",1
4,"2014","Polybauer/in","Männer",3
4,"2014","Polybauer/in","Frauen",0
4,"2014","Polybauer/in","Männer",4
4,"2014","Strassenbaupraktiker/in","Frauen",0
4,"2014","Strassenbaupraktiker/in","Männer",4
4,"2014","Veranstaltungsfachmann/-frau","Frauen",1
4,"2014","Veranstaltungsfachmann/-frau","Männer",3
4,"2014","Zeichner/in","Frauen",3
4,"2014","Zeichner/in","Männer",1
4,"2014","Zeichner/in","Frauen",1
4,"2014","Zeichner/in","Männer",3
3,"2014","Anlagenführer/in","Frauen",0
3,"2014","Anlagenführer/in","Männer",3
3,"2014","Anlehre: Büro, Verwaltung","Frauen",2
3,"2014","Anlehre: Büro, Verwaltung","Männer",1
3,"2014","Anlehre: Bürogehilfe/In","Frauen",3
3,"2014","Anlehre: Bürogehilfe/In","Männer",0
3,"2014","Anlehre: Körperpflege","Frauen",3
3,"2014","Anlehre: Körperpflege","Männer",0
3,"2014","Anlehre: Nahrungsmittel und Getränke","Frauen",1
3,"2014","Anlehre: Nahrungsmittel und Getränke","Männer",2
3,"2014","Anlehre: Übrige Berufe","Frauen",1
3,"2014","Anlehre: Übrige Berufe","Männer",2
3,"2014","Architekturmodellbauer/in","Frauen",3
3,"2014","Architekturmodellbauer/in","Männer",0
3,"2014","Bekleidungsnäher/in","Frauen",3
3,"2014","Bekleidungsnäher/in","Männer",0
3,"2014","Bootbauer/in","Frauen",0
3,"2014","Bootbauer/in","Männer",3
3,"2014","Fleischfachassistent/in","Frauen",0
3,"2014","Fleischfachassistent/in","Männer",3
3,"2014","Flexodrucker/in","Frauen",0
3,"2014","Flexodrucker/in","Männer",3
3,"2014","Gärtner/-in","Frauen",2
3,"2014","Gärtner/-in","Männer",1
3,"2014","Gipser/in","Frauen",0
3,"2014","Gipser/in","Männer",3
3,"2014","Grafiker/in","Frauen",2
3,"2014","Grafiker/in","Männer",1
3,"2014","Metallbaukonstrukteur/in","Frauen",0
3,"2014","Metallbaukonstrukteur/in","Männer",3
3,"2014","Pferdefachmann/-frau","Frauen",3
3,"2014","Pferdefachmann/-frau","Männer",0
3,"2014","Pferdefachmann/-frau","Frauen",2
3,"2014","Pferdefachmann/-frau","Männer",1
3,"2014","Plattenlegerpraktiker/in","Frauen",0
3,"2014","Plattenlegerpraktiker/in","Männer",3
3,"2014","Polybaupraktiker/in","Frauen",0
3,"2014","Polybaupraktiker/in","Männer",3
3,"2014","Recyclist/in","Frauen",0
3,"2014","Recyclist/in","Männer",3
3,"2014","Tierpfleger/in","Frauen",3
3,"2014","Tierpfleger/in","Männer",0
3,"2014","Uhrmacher/in","Frauen",0
3,"2014","Uhrmacher/in","Männer",3
3,"2014","Verkehrswegbauer/in: Gleisbauer/in","Frauen",0
3,"2014","Verkehrswegbauer/in: Gleisbauer/in","Männer",3
2,"2014","Anlehre: Fahrzeuge","Frauen",0
2,"2014","Anlehre: Fahrzeuge","Männer",2
2,"2014","Anlehre: Malerei","Frauen",0
2,"2014","Anlehre: Malerei","Männer",2
2,"2014","Entwässerungstechnologe/-technologin","Frauen",0
2,"2014","Entwässerungstechnologe/-technologin","Männer",2
2,"2014","Fachmann/-frau Leder und Textil","Frauen",2
2,"2014","Fachmann/-frau Leder und Textil","Männer",0
2,"2014","Fahrzeugschlosser/in","Frauen",0
2,"2014","Fahrzeugschlosser/in","Männer",2
2,"2014","Gipser/in und Maler/in","Frauen",0
2,"2014","Gipser/in und Maler/in","Männer",2
2,"2014","Holzbearbeiter/in","Frauen",0
2,"2014","Holzbearbeiter/in","Männer",2
2,"2014","Industrie- und Unterlagsbodenbauer/in","Frauen",0
2,"2014","Industrie- und Unterlagsbodenbauer/in","Männer",2
2,"2014","Oberflächenbeschichter/in","Frauen",0
2,"2014","Oberflächenbeschichter/in","Männer",2
2,"2014","Orthopädist/in","Frauen",1
2,"2014","Orthopädist/in","Männer",1
2,"2014","Printmedienverarbeiter/in","Frauen",1
2,"2014","Printmedienverarbeiter/in","Männer",1
2,"2014","Textilpfleger/in","Frauen",1
2,"2014","Textilpfleger/in","Männer",1
2,"2014","Winzer/in","Frauen",0
2,"2014","Winzer/in","Männer",2
1,"2014","Anlehre: Baugewerbe, Malerei","Frauen",0
1,"2014","Anlehre: Baugewerbe, Malerei","Männer",1
1,"2014","Anlehre: Carrosseriereparateur/in","Frauen",0
1,"2014","Anlehre: Carrosseriereparateur/in","Männer",1
1,"2014","Anlehre: Holzbearbeitung","Frauen",0
1,"2014","Anlehre: Holzbearbeitung","Männer",1
1,"2014","Anlehre: Postangestellte/r","Frauen",0
1,"2014","Anlehre: Postangestellte/r","Männer",1
1,"2014","Anlehre: Reinigung","Frauen",0
1,"2014","Anlehre: Reinigung","Männer",1
1,"2014","Anlehre: Technische Berufe","Frauen",0
1,"2014","Anlehre: Technische Berufe","Männer",1
1,"2014","Bootfachwart/in","Frauen",0
1,"2014","Bootfachwart/in","Männer",1
1,"2014","Feinwerkoptiker/in","Frauen",0
1,"2014","Feinwerkoptiker/in","Männer",1
1,"2014","Formenbauer/in","Frauen",0
1,"2014","Formenbauer/in","Männer",1
1,"2014","Formenpraktiker/in","Frauen",1
1,"2014","Formenpraktiker/in","Männer",0
1,"2014","Forstpraktiker/-in","Frauen",0
1,"2014","Forstpraktiker/-in","Männer",1
1,"2014","Gärtner/-in","Frauen",0
1,"2014","Gärtner/-in","Männer",1
1,"2014","Glaser/in","Frauen",0
1,"2014","Glaser/in","Männer",1
1,"2014","Gleisbaupraktiker/in","Frauen",0
1,"2014","Gleisbaupraktiker/in","Männer",1
1,"2014","Grundbaupraktiker/in","Frauen",0
1,"2014","Grundbaupraktiker/in","Männer",1
1,"2014","Gusstechnologe/-login","Frauen",0
1,"2014","Gusstechnologe/-login","Männer",1
1,"2014","Holzhandwerker/in","Frauen",1
1,"2014","Holzhandwerker/in","Männer",0
1,"2014","Industriekeramiker/in","Frauen",0
1,"2014","Industriekeramiker/in","Männer",1
1,"2014","Isolierspengler/in","Frauen",0
1,"2014","Isolierspengler/in","Männer",1
1,"2014","Kleinmotorrad- u Fahrradmechaniker/in","Frauen",0
1,"2014","Kleinmotorrad- u Fahrradmechaniker/in","Männer",1
1,"2014","Kunststoffverarbeiter/in","Frauen",0
1,"2014","Kunststoffverarbeiter/in","Männer",1
1,"2014","Milchtechnologe/-login","Frauen",0
1,"2014","Milchtechnologe/-login","Männer",1
1,"2014","Müller/-in","Frauen",0
1,"2014","Müller/-in","Männer",1
1,"2014","Oberflächenpraktiker/in","Frauen",0
1,"2014","Oberflächenpraktiker/in","Männer",1
1,"2014","Ofenbauer/in","Frauen",0
1,"2014","Ofenbauer/in","Männer",1
1,"2014","Orthopädie-Schuhmacher/in","Frauen",0
1,"2014","Orthopädie-Schuhmacher/in","Männer",1
1,"2014","Pferdefachmann/-frau","Frauen",1
1,"2014","Pferdefachmann/-frau","Männer",0
1,"2014","Pferdefachmann/-frau","Frauen",1
1,"2014","Pferdefachmann/-frau","Männer",0
1,"2014","Pferdewart/in","Frauen",1
1,"2014","Pferdewart/in","Männer",0
1,"2014","Polybauer/in","Frauen",0
1,"2014","Polybauer/in","Männer",1
1,"2014","Printmedienpraktiker/-in","Frauen",0
1,"2014","Printmedienpraktiker/-in","Männer",1
1,"2014","Printmedienverarbeiter/in","Frauen",1
1,"2014","Printmedienverarbeiter/in","Männer",0
1,"2014","Säger/in Holzindustrie","Frauen",0
1,"2014","Säger/in Holzindustrie","Männer",1
1,"2014","Steinbildhauer/in","Frauen",1
1,"2014","Steinbildhauer/in","Männer",0
1,"2014","Steinwerker/in","Frauen",0
1,"2014","Steinwerker/in","Männer",1
1,"2014","Wohntextilgestalter/in","Frauen",1
1,"2014","Wohntextilgestalter/in","Männer",0
1,"2014","Zeichner/in","Frauen",0
1,"2014","Zeichner/in","Männer",1
1,"2014","Zinngiesser/in","Frauen",0
1,"2014","Zinngiesser/in","Männer",1
1,"2014","Zweiradmechaniker/in","Frauen",0
1,"2014","Zweiradmechaniker/in","Männer",1
7735,"2015","Total","Frauen",3446
7735,"2015","Total","Männer",4289
1505,"2015","Kaufmann/-frau","Frauen",943
1505,"2015","Kaufmann/-frau","Männer",562
459,"2015","Detailhandelsfachmann/-frau","Frauen",255
459,"2015","Detailhandelsfachmann/-frau","Männer",204
386,"2015","Fachmann/-frau Gesundheit","Frauen",341
386,"2015","Fachmann/-frau Gesundheit","Männer",45
319,"2015","Elektroinstallateur/in","Frauen",4
319,"2015","Elektroinstallateur/in","Männer",315
238,"2015","Fachmann/-frau Betreuung","Frauen",223
238,"2015","Fachmann/-frau Betreuung","Männer",15
219,"2015","Kaufmann/-frau","Frauen",128
219,"2015","Kaufmann/-frau","Männer",91
207,"2015","Koch/Köchin","Frauen",59
207,"2015","Koch/Köchin","Männer",148
200,"2015","Polymechaniker/in","Frauen",4
200,"2015","Polymechaniker/in","Männer",196
153,"2015","Dentalassistent/in","Frauen",146
153,"2015","Dentalassistent/in","Männer",7
134,"2015","Zeichner/in","Frauen",37
134,"2015","Zeichner/in","Männer",97
133,"2015","Logistiker/in","Frauen",21
133,"2015","Logistiker/in","Männer",112
122,"2015","Coiffeur/-euse","Frauen",111
122,"2015","Coiffeur/-euse","Männer",11
116,"2015","Med. Praxisassistent/in","Frauen",115
116,"2015","Med. Praxisassistent/in","Männer",1
110,"2015","Detailhandelsassistent/in","Frauen",72
110,"2015","Detailhandelsassistent/in","Männer",38
106,"2015","Automobil-Fachmann/-frau","Frauen",5
106,"2015","Automobil-Fachmann/-frau","Männer",101
99,"2015","Fachmann/-frau Betriebsunterhalt","Frauen",2
99,"2015","Fachmann/-frau Betriebsunterhalt","Männer",97
97,"2015","Informatiker/in","Frauen",6
97,"2015","Informatiker/in","Männer",91
96,"2015","Schreiner/in","Frauen",7
96,"2015","Schreiner/in","Männer",89
93,"2015","Pharma-Assistent/in","Frauen",87
93,"2015","Pharma-Assistent/in","Männer",6
92,"2015","Automatiker/in","Frauen",2
92,"2015","Automatiker/in","Männer",90
92,"2015","Maurer/in","Frauen",1
92,"2015","Maurer/in","Männer",91
92,"2015","Sanitärinstallateur/in","Frauen",0
92,"2015","Sanitärinstallateur/in","Männer",92
92,"2015","Zimmermann/Zimmerin","Frauen",1
92,"2015","Zimmermann/Zimmerin","Männer",91
85,"2015","Detailhandelsfachmann/-frau","Frauen",45
85,"2015","Detailhandelsfachmann/-frau","Männer",40
84,"2015","Konstrukteur/in","Frauen",4
84,"2015","Konstrukteur/in","Männer",80
83,"2015","Informatiker/in","Frauen",7
83,"2015","Informatiker/in","Männer",76
81,"2015","Automobil-Mechatroniker/in","Frauen",2
81,"2015","Automobil-Mechatroniker/in","Männer",79
72,"2015","Gärtner/-in","Frauen",6
72,"2015","Gärtner/-in","Männer",66
71,"2015","Restaurationsfachmann/-frau","Frauen",55
71,"2015","Restaurationsfachmann/-frau","Männer",16
67,"2015","Maler/in","Frauen",29
67,"2015","Maler/in","Männer",38
66,"2015","Elektroniker/in","Frauen",6
66,"2015","Elektroniker/in","Männer",60
55,"2015","Informatiker/in","Frauen",4
55,"2015","Informatiker/in","Männer",51
53,"2015","Assistent/in Gesundheit und Soziales","Frauen",50
53,"2015","Assistent/in Gesundheit und Soziales","Männer",3
53,"2015","Logistiker/in","Frauen",7
53,"2015","Logistiker/in","Männer",46
52,"2015","Fachmann/-frau Betreuung","Frauen",45
52,"2015","Fachmann/-frau Betreuung","Männer",7
50,"2015","Montage-Elektriker/in","Frauen",0
50,"2015","Montage-Elektriker/in","Männer",50
49,"2015","Hotelfachmann/-frau","Frauen",40
49,"2015","Hotelfachmann/-frau","Männer",9
49,"2015","Zeichner/in","Frauen",18
49,"2015","Zeichner/in","Männer",31
46,"2015","Bäcker/in-Konditor/in-Confiseur/in","Frauen",36
46,"2015","Bäcker/in-Konditor/in-Confiseur/in","Männer",10
41,"2015","Informatiker/in","Frauen",5
41,"2015","Informatiker/in","Männer",36
40,"2015","Heizungsinstallateur/in","Frauen",1
40,"2015","Heizungsinstallateur/in","Männer",39
39,"2015","Drogist/in","Frauen",36
39,"2015","Drogist/in","Männer",3
39,"2015","Metallbauer/in","Frauen",2
39,"2015","Metallbauer/in","Männer",37
36,"2015","Augenoptiker/in","Frauen",30
36,"2015","Augenoptiker/in","Männer",6
33,"2015","Coiffeur/-euse","Frauen",28
33,"2015","Coiffeur/-euse","Männer",5
33,"2015","Florist/in","Frauen",32
33,"2015","Florist/in","Männer",1
31,"2015","Fachmann/-frau Betreuung","Frauen",28
31,"2015","Fachmann/-frau Betreuung","Männer",3
29,"2015","Produktionsmechaniker/in","Frauen",2
29,"2015","Produktionsmechaniker/in","Männer",27
28,"2015","Automobil-Fachmann/-frau","Frauen",0
28,"2015","Automobil-Fachmann/-frau","Männer",28
28,"2015","Landwirt/in","Frauen",2
28,"2015","Landwirt/in","Männer",26
27,"2015","Anlagen- und Apparatebauer/in","Frauen",0
27,"2015","Anlagen- und Apparatebauer/in","Männer",27
27,"2015","Mediamatiker/in","Frauen",8
27,"2015","Mediamatiker/in","Männer",19
27,"2015","Spengler/in","Frauen",1
27,"2015","Spengler/in","Männer",26
26,"2015","Büroassistent/in","Frauen",16
26,"2015","Büroassistent/in","Männer",10
26,"2015","Geomatiker/in","Frauen",6
26,"2015","Geomatiker/in","Männer",20
24,"2015","Elektroplaner/in","Frauen",5
24,"2015","Elektroplaner/in","Männer",19
22,"2015","Automobil-Assistent/in","Frauen",1
22,"2015","Automobil-Assistent/in","Männer",21
22,"2015","Bekleidungsgestalter/in","Frauen",22
22,"2015","Bekleidungsgestalter/in","Männer",0
22,"2015","Carrossier/in Lackiererei","Frauen",4
22,"2015","Carrossier/in Lackiererei","Männer",18
21,"2015","Bäcker/in-Konditor/in-Confiseur/in","Frauen",17
21,"2015","Bäcker/in-Konditor/in-Confiseur/in","Männer",4
21,"2015","Carrossier/in Spenglerei","Frauen",1
21,"2015","Carrossier/in Spenglerei","Männer",20
21,"2015","Hauswirtschaftspraktiker/in","Frauen",16
21,"2015","Hauswirtschaftspraktiker/in","Männer",5
21,"2015","Landmaschinenmechaniker/in","Frauen",0
21,"2015","Landmaschinenmechaniker/in","Männer",21
20,"2015","Forstwart/in","Frauen",1
20,"2015","Forstwart/in","Männer",19
19,"2015","Drucktechnologe/-login","Frauen",8
19,"2015","Drucktechnologe/-login","Männer",11
18,"2015","Automobil-Mechatroniker/in","Frauen",1
18,"2015","Automobil-Mechatroniker/in","Männer",17
18,"2015","Fachmann/-frau Hauswirtschaft","Frauen",18
18,"2015","Fachmann/-frau Hauswirtschaft","Männer",0
18,"2015","Gärtner/-in","Frauen",1
18,"2015","Gärtner/-in","Männer",17
18,"2015","Multimediaelektroniker/in","Frauen",2
18,"2015","Multimediaelektroniker/in","Männer",16
17,"2015","Fleischfachmann/-frau","Frauen",4
17,"2015","Fleischfachmann/-frau","Männer",13
17,"2015","Haustechnikpraktiker/in","Frauen",0
17,"2015","Haustechnikpraktiker/in","Männer",17
17,"2015","Laborant/in","Frauen",5
17,"2015","Laborant/in","Männer",12
17,"2015","Tiermed. Praxisassistent/in","Frauen",16
